name,category_id,brand_id,unit_id,price,gst,cost_price,description
Tabletop Fountain Medium,20,210,1,580,12,450,Medium decorative fountain
Wall Frame Set 3pc Abstract,20,210,1,220,5,160,3-piece wall art
Wall Frame Set 5pc Nature,20,210,1,320,5,240,5-piece nature frame set
Decorative Dreamcatcher Large,20,210,1,170,5,120,Large dreamcatcher
Decorative Dreamcatcher Small,20,210,1,95,5,65,Small dreamcatcher
Floor Carpet Velvet Medium,20,210,1,450,12,350,Velvet medium carpet
Floor Carpet Velvet Large,20,210,1,560,12,450,Large velvet carpet
Pouf Velvet Round,20,210,1,480,12,380,Velvet round pouf
Decor Plate Wall Hanging,20,210,1,190,12,140,Decorative wall plates
Decorative Bedside Lamp Ceramic,20,210,1,330,12,260,Ceramic bedside lamp
Decorative Bedside Lamp Metal,20,210,1,380,12,299,Metal bedside lamp
Decor Lamp Mini Cylinder,20,210,1,180,12,130,Mini cylinder lamp
Table Figurine Abstract,20,210,1,260,12,199,Abstract resin figure
Wall Poster Large Floral,20,210,1,140,5,95,Large floral poster
Wall Poster Abstract,20,210,1,120,5,85,Abstract printed poster
Wall Poster Nature Landscape,20,210,1,130,5,90,Nature landscape poster
Wall Poster Cityscape,20,210,1,140,5,95,City skyline poster
Wall Poster Retro Travel,20,210,1,130,5,90,Retro travel poster
Wall Poster Vintage Art,20,210,1,135,5,95,Vintage style artwork
Hanging Light Cage Metal,20,210,1,380,12,299,Cage style decor lamp
Table Figurine Couple Art,20,210,1,299,12,230,Romantic couple figurine
Indoor Fountain Buddha,20,210,1,580,12,450,Buddha fountain decor
Decor Birds Wall Art 3pc,20,210,1,299,12,220,3-piece birds wall decor
Shaggy Rug Round Medium,20,210,1,330,12,260,Round shaggy rug
Shaggy Rug Square Large,20,210,1,460,12,360,Large shaggy rug
Decor Stand Planter Wooden,20,210,1,420,12,330,Wooden stand planter
Decor Night Lamp Ceramic,20,210,1,199,12,150,Ceramic night lamp
Wall Display Rack Hexagon Set,20,210,1,380,12,299,Hexagon display shelves
Decor Lamp Crystal Shade,20,210,1,360,12,280,Crystal shade lamp
Decor Flower Vase Designer,20,210,1,220,12,160,Designer decor vase
Office White Noise Machine,24,210,1,1600,18,1200,White noise for office
Ironing Board Cover,12,211,1,115,5,85,Heat-resistant ironing cover
Diwali Decorative Lights Standard,30,211,1,1200,18,900,Trendify exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Deluxe,30,211,1,1560,18,1170,Trendify exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Premium,30,211,1,1920,18,1440,Trendify exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Celebration Edition,30,211,1,2280,18,1710,Trendify exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Limited Festive Edition,30,211,1,2640,18,1980,Trendify exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Christmas Tree Standard,30,211,1,3500,18,2625,Trendify exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Deluxe,30,211,1,4550,18,3412.5,Trendify exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Premium,30,211,1,5600,18,4200,Trendify exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Celebration Edition,30,211,1,6650,18,4987.5,Trendify exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Limited Festive Edition,30,211,1,7700,18,5775,Trendify exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Holi Color Pack Standard,30,211,1,400,18,300,Trendify exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Deluxe,30,211,1,520,18,390,Trendify exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Premium,30,211,1,640,18,480,Trendify exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Celebration Edition,30,211,1,760,18,570,Trendify exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Limited Festive Edition,30,211,1,880,18,660,Trendify exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Standard,30,211,1,1500,18,1125,Trendify exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Deluxe,30,211,1,1950,18,1462.5,Trendify exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Premium,30,211,1,2400,18,1800,Trendify exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Celebration Edition,30,211,1,2850,18,2137.5,Trendify exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Limited Festive Edition,30,211,1,3300,18,2475,Trendify exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Standard,30,211,1,2200,18,1650,Trendify exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Deluxe,30,211,1,2860,18,2145,Trendify exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Premium,30,211,1,3520,18,2640,Trendify exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Celebration Edition,30,211,1,4180,18,3135,Trendify exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Limited Festive Edition,30,211,1,4840,18,3630,Trendify exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Standard,30,213,1,1200,18,900,MegaValue exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Deluxe,30,213,1,1560,18,1170,MegaValue exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Premium,30,213,1,1920,18,1440,MegaValue exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Celebration Edition,30,213,1,2280,18,1710,MegaValue exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Limited Festive Edition,30,213,1,2640,18,1980,MegaValue exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Christmas Tree Standard,30,213,1,3500,18,2625,MegaValue exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Deluxe,30,213,1,4550,18,3412.5,MegaValue exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Premium,30,213,1,5600,18,4200,MegaValue exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Celebration Edition,30,213,1,6650,18,4987.5,MegaValue exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Limited Festive Edition,30,213,1,7700,18,5775,MegaValue exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Holi Color Pack Standard,30,213,1,400,18,300,MegaValue exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Deluxe,30,213,1,520,18,390,MegaValue exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Premium,30,213,1,640,18,480,MegaValue exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Celebration Edition,30,213,1,760,18,570,MegaValue exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Limited Festive Edition,30,213,1,880,18,660,MegaValue exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Standard,30,213,1,1500,18,1125,MegaValue exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Deluxe,30,213,1,1950,18,1462.5,MegaValue exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Premium,30,213,1,2400,18,1800,MegaValue exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Celebration Edition,30,213,1,2850,18,2137.5,MegaValue exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Limited Festive Edition,30,213,1,3300,18,2475,MegaValue exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Standard,30,213,1,2200,18,1650,MegaValue exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Deluxe,30,213,1,2860,18,2145,MegaValue exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Premium,30,213,1,3520,18,2640,MegaValue exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Celebration Edition,30,213,1,4180,18,3135,MegaValue exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Limited Festive Edition,30,213,1,4840,18,3630,MegaValue exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
Melamine Dinner Plate Fresh,12,214,1,85,5,65,Melamine dinner plate
Melamine Bowl Small,12,214,1,65,5,45,Melamine bowl
Melamine Serving Bowl Large,12,214,1,110,5,85,Large serving bowl
Tissue Paper Napkins 100pc,12,214,1,50,5,35,Soft table napkins
Tissue Roll 2pc,12,214,1,75,5,55,Kitchen tissue rolls
Paper Foil Containers 10pc,12,214,1,90,5,65,Disposable foil containers
Paper Plates 20pc,12,214,1,35,5,25,Disposable plates
Paper Cups 50pc,12,214,1,45,5,35,Disposable cups
Disposable Spoons 50pc,12,214,1,55,5,42,Plastic disposable spoons
Kitchen Towel Cotton 3pc,12,214,1,85,5,60,Absorbent kitchen towels
Table Runner Cotton,12,214,1,150,5,110,Cotton table runner
Table Cover Plastic Large,12,214,1,90,5,65,Large table cover
Table Cover PVC Printed,12,214,1,130,5,95,PVC printed table cover
Fridge Top Cover,12,214,1,60,5,45,Fridge fabric cover
Gas Cylinder Cover,12,214,1,45,5,30,Protective cylinder cover
Door Curtain Polyester,12,214,1,210,12,160,Polyester curtains
Window Curtain Polyester,12,214,1,175,12,130,Window curtains
Curtain Tiebacks 2pc,12,214,1,65,5,45,Curtain tieback pair
Bath Mat Cotton Medium,12,214,1,130,5,95,Cotton bath mat
Bath Mat Cotton Large,12,214,1,165,5,120,Large bath mat
Kids Dining Plate 3-Section,12,214,1,65,5,45,Kids section plate
Kids Bowl Set 3pc,12,214,1,85,5,60,Kids plastic bowls
Study Table Mat,12,214,1,115,5,85,Study table protector
Apron + Gloves Set,12,214,1,175,12,130,Kitchen apron combo
Plastic Fork Set 12pc,12,214,1,50,5,35,Plastic fork set
Plastic Spoon Set 12pc,12,214,1,50,5,35,Plastic spoon set
Door Hanging Toran Decorative,20,214,1,105,5,75,Decorative toran
Artificial Flower Bunch Roses,20,214,1,90,5,60,Artificial rose bunch
Artificial Flower Bunch Tulips,20,214,1,100,5,70,Artificial tulip bunch
Decorative Candle Scented Lavender,20,214,1,85,18,55,Lavender scented candle
Decorative Candle Scented Rose,20,214,1,85,18,55,Rose fragrance candle
Scented Tea Light Pack 12,20,214,1,70,18,45,Scented tealights
Photo Frame Single 4x6,20,214,1,65,5,40,Single photo frame
Photo Frame Single 5x7,20,214,1,70,5,45,Medium photo frame
Cushion Cover Cotton Printed 1pc,20,214,1,75,5,55,Cotton cushion cover
Cushion Cover Set 2pc,20,214,1,175,12,130,Set of 2 cushion covers
Bed Runner Decorative,20,214,1,130,5,90,Decorative bed runner
Table Runner Printed,20,214,1,100,5,70,Dining table runner
Table Mat Set 6pc,20,214,1,120,5,85,Set of 6 table mats
Candle Holder Glass 1pc,20,214,1,65,18,45,Glass candle holder
Photo Frame Wooden 4x6,20,214,1,70,5,50,Wooden photo frame
Mini Table Planter Ceramic,20,214,1,110,5,75,Mini ceramic planter
Decorative Candle Jar Vanilla,20,214,1,105,18,75,Vanilla scented candle
Decorative Candle Jar Sandal,20,214,1,120,18,80,Sandalwood scented candle
Scented Wax Melts Pack,20,214,1,75,18,50,Aroma wax melt pack
Wall Hanging Bells 1pc,20,214,1,80,5,55,Decorative hanging bells
Pillow Cover Set 2pc Cotton,20,214,1,120,12,90,Set of 2 pillow covers
Artificial Succulent Set 4pc,20,214,1,135,5,95,Mini planter set
Tabletop Mini Lamp Fabric,20,214,1,160,12,110,Small fabric lamp
Photo Garland Cord Set,20,214,1,85,12,55,Photo hanging string
Fragrance Sachet Lavender Pack,20,214,1,55,18,35,Lavender wardrobe sachet
Fragrance Sachet Rose Pack,20,214,1,55,18,35,Rose scented sachet
Decor Tray Floral Print,20,214,1,160,12,120,Floral printed tray
Floor Mat Printed Medium,20,214,1,160,12,120,Printed decor floor mat
Floor Mat Printed Large,20,214,1,210,12,150,Large printed mat
Artificial Fruit Bowl Set,20,214,1,140,5,95,Artificial fruit decor set
Decor Bottle Art Printed,20,214,1,105,12,75,Decorative bottle art
Wall Photo Clip Frame Set,20,214,1,160,5,110,Clip frame for photos
Diffuser Sticks Pack 10pc,20,214,1,55,18,35,Aroma diffuser sticks
Decorative Potpourri Bag,20,214,1,85,18,60,Scented potpourri pack
Fridge Magnet Decorative 1pc,20,214,1,30,12,20,Decor magnet
Fridge Magnet Set 5pc,20,214,1,75,12,55,Set of 5 magnets
Wall Pocket Organizer Cloth,20,214,1,115,12,80,Hanging pocket organizer
Hanging Photo Display Net,20,214,1,120,12,85,Net photo display
Scented Jar Candle Cinnamon,20,214,1,100,18,70,Cinnamon scented candle
Scented Jar Candle Ocean,20,214,1,110,18,75,Aqua fragrance candle
Mini Buddha Idol Resin,20,214,1,120,12,85,Resin Buddha decor
Decor Ceramic Bowl Painted,20,214,1,110,12,75,Painted ceramic decor bowl
Curtain Fringe Decorative,20,214,1,75,12,55,Decor fringe piece
Door Mat Decor Premium,20,214,1,160,12,120,Premium printed door mat
Table Mat Premium 6pc,20,214,1,150,12,110,Premium placemat set
Decor Candle Pack 6pc Floral,20,214,1,120,18,85,Floral scented candles
Fragrance Diffuser Premium,20,214,1,260,18,199,Premium fragrance diffuser
Decor Ceramic Pot Printed,20,214,1,160,12,110,Printed ceramic pot
Decor Ceramic Pot Marble,20,214,1,180,12,130,Marble finish pot
Diwali Decorative Lights Standard,30,215,1,1200,18,900,HomeElite exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Deluxe,30,215,1,1560,18,1170,HomeElite exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Premium,30,215,1,1920,18,1440,HomeElite exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Celebration Edition,30,215,1,2280,18,1710,HomeElite exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Diwali Decorative Lights Limited Festive Edition,30,215,1,2640,18,1980,HomeElite exclusive diwali decorative lights perfect for seasonal celebrations and festive occasions.
Christmas Tree Standard,30,215,1,3500,18,2625,HomeElite exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Deluxe,30,215,1,4550,18,3412.5,HomeElite exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Premium,30,215,1,5600,18,4200,HomeElite exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Celebration Edition,30,215,1,6650,18,4987.5,HomeElite exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Christmas Tree Limited Festive Edition,30,215,1,7700,18,5775,HomeElite exclusive christmas tree perfect for seasonal celebrations and festive occasions.
Holi Color Pack Standard,30,215,1,400,18,300,HomeElite exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Deluxe,30,215,1,520,18,390,HomeElite exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Premium,30,215,1,640,18,480,HomeElite exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Celebration Edition,30,215,1,760,18,570,HomeElite exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Holi Color Pack Limited Festive Edition,30,215,1,880,18,660,HomeElite exclusive holi color pack perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Standard,30,215,1,1500,18,1125,HomeElite exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Deluxe,30,215,1,1950,18,1462.5,HomeElite exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Premium,30,215,1,2400,18,1800,HomeElite exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Celebration Edition,30,215,1,2850,18,2137.5,HomeElite exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
Rakhi Gift Hamper Limited Festive Edition,30,215,1,3300,18,2475,HomeElite exclusive rakhi gift hamper perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Standard,30,215,1,2200,18,1650,HomeElite exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Deluxe,30,215,1,2860,18,2145,HomeElite exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Premium,30,215,1,3520,18,2640,HomeElite exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Celebration Edition,30,215,1,4180,18,3135,HomeElite exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
New Year Party Decoration Kit Limited Festive Edition,30,215,1,4840,18,3630,HomeElite exclusive new year party decoration kit perfect for seasonal celebrations and festive occasions.
Multivitamin Tablets 10 tablets,7,216,1,120,12,90,CarePlus trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 20 tablets,7,216,1,240,12,180,CarePlus trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 50 tablets,7,216,1,600,12,450,CarePlus trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 100 tablets,7,216,1,1200,12,900,CarePlus trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 10 tablets,7,216,1,80,12,60,CarePlus trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 20 tablets,7,216,1,160,12,120,CarePlus trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 50 tablets,7,216,1,400,12,300,CarePlus trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 100 tablets,7,216,1,800,12,600,CarePlus trusted healthcare product for wellness and immunity support.
Calcium Tablets 15 tablets,7,216,1,150,12,112.5,CarePlus trusted healthcare product for wellness and immunity support.
Calcium Tablets 30 tablets,7,216,1,300,12,225,CarePlus trusted healthcare product for wellness and immunity support.
Calcium Tablets 60 tablets,7,216,1,600,12,450,CarePlus trusted healthcare product for wellness and immunity support.
Calcium Tablets 120 tablets,7,216,1,1200,12,900,CarePlus trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 10 tablets,7,217,1,120,12,90,HealthFirst trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 20 tablets,7,217,1,240,12,180,HealthFirst trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 50 tablets,7,217,1,600,12,450,HealthFirst trusted healthcare product for wellness and immunity support.
Multivitamin Tablets 100 tablets,7,217,1,1200,12,900,HealthFirst trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 10 tablets,7,217,1,80,12,60,HealthFirst trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 20 tablets,7,217,1,160,12,120,HealthFirst trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 50 tablets,7,217,1,400,12,300,HealthFirst trusted healthcare product for wellness and immunity support.
Vitamin C Tablets 100 tablets,7,217,1,800,12,600,HealthFirst trusted healthcare product for wellness and immunity support.
Calcium Tablets 15 tablets,7,217,1,150,12,112.5,HealthFirst trusted healthcare product for wellness and immunity support.
Calcium Tablets 30 tablets,7,217,1,300,12,225,HealthFirst trusted healthcare product for wellness and immunity support.
Calcium Tablets 60 tablets,7,217,1,600,12,450,HealthFirst trusted healthcare product for wellness and immunity support.
Calcium Tablets 120 tablets,7,217,1,1200,12,900,HealthFirst trusted healthcare product for wellness and immunity support.
Heavy Duty Stapler Machine,24,222,1,420,18,299,Heavy stapler for office
Fingerprint Attendance Machine,24,222,1,5299,18,4200,Biometric attendance
RFID Attendance Machine,24,222,1,5799,18,4800,RFID attendance system
Note Counting Machine Basic,24,222,1,5999,18,4500,Cash counting machine
Note Counting Machine Fake Detector,24,222,1,6800,18,5200,Fake note detection
Cheque Writer Machine,24,222,1,4400,18,3500,Cheque writing device
Cash Drawer Electronic,24,222,1,2400,18,1800,Office electronic cash drawer
POS Swipe Machine Dummy,24,222,1,1600,18,1100,Demo POS device
Document Organizer Digital,24,222,1,3300,18,2600,Electronic file organizer
Keypad Access Controller,24,222,1,2600,18,1999,Keypad access system
CO2 Monitor Office Desk,24,222,1,3300,18,2600,CO2 monitoring device
Cable Tester Basic,24,222,1,499,18,350,Basic LAN cable tester
Cable Tester Pro,24,222,1,1299,18,899,Professional cable tester
Conference Room Mic Stand,24,222,1,750,18,550,Mic stand
Digital Information Label,24,222,1,950,18,699,Digital desk label
Queue Management Display,24,222,1,4499,18,3500,Display for queue system
Token Dispenser Machine,24,222,1,6999,18,5500,Token issuing device
Office Door Access Buzzer,24,222,1,550,18,399,Access control buzzer
Office Electronic Buzzer,24,222,1,299,18,199,Electronic alert buzzer
Office Bell System Controller,24,222,1,2950,18,2200,Office bell controller
Digital Voice Announcement Box,24,222,1,2399,18,1800,Voice announcement system
Desk Mounted USB Panel,24,222,1,699,18,499,Desk power panel
Office Laser Cutting Tool,24,222,1,1999,18,1400,Precision laser cutter
Office Humidity Sensor,24,222,1,750,18,550,Humidity monitoring device
Office Air Quality Meter,24,222,1,2600,18,1999,Air quality monitoring
Desk USB Hub 4-Port,24,222,1,330,18,220,4-port USB hub
Desk USB Hub 7-Port,24,222,1,499,18,350,7-port USB hub
Office Fiber Optic Tester,24,222,1,5999,18,4800,Fiber testing device
LAN Cable Crimping Tool,24,222,1,399,18,299,Crimping tool
Electronic Stamp Machine,24,222,1,2600,18,1999,Digital stamp
Document Hole Counter,24,222,1,3300,18,2600,Hole counter machine
Office Wireless Paging Button,24,222,1,899,18,650,Wireless paging button
Office HDMI Splitter,24,222,1,1299,18,899,HDMI signal splitter
Office Laser Engraver Mini,24,222,1,8999,18,7600,Mini engraver
Office Electricity Monitor,24,222,1,899,18,650,Power consumption meter
Office Security Buzzer,24,222,1,160,18,110,Security buzzer
Fingerprint USB Device,24,222,1,2499,18,1800,Fingerprint reader
Office Conference Buzzer,24,222,1,220,18,150,Conference alert buzzer
Office Attendance Scanner Pro,24,222,1,8999,18,7500,Advanced attendance system
Office Smart Door Sensor,24,222,1,450,18,299,Smart door trigger
Office Voice Alert System,24,222,1,3300,18,2600,Voice alert hardware
Electronic Paper Sorter,24,222,1,3400,18,2600,Sorting device
Garden Shovel Small,27,223,1,640,18,480,GreenLeaf durable garden shovel suitable for home gardening and outdoor use.
Garden Shovel Standard,27,223,1,800,18,600,GreenLeaf durable garden shovel suitable for home gardening and outdoor use.
Garden Shovel Large,27,223,1,1040,18,780,GreenLeaf durable garden shovel suitable for home gardening and outdoor use.
Garden Shovel Premium,27,223,1,1280,18,960,GreenLeaf durable garden shovel suitable for home gardening and outdoor use.
Watering Can Small,27,223,1,480,18,360,GreenLeaf durable watering can suitable for home gardening and outdoor use.
Watering Can Standard,27,223,1,600,18,450,GreenLeaf durable watering can suitable for home gardening and outdoor use.
Watering Can Large,27,223,1,780,18,585,GreenLeaf durable watering can suitable for home gardening and outdoor use.
Watering Can Premium,27,223,1,960,18,720,GreenLeaf durable watering can suitable for home gardening and outdoor use.
Plant Pot Small,27,223,1,280,18,210,GreenLeaf durable plant pot suitable for home gardening and outdoor use.
Plant Pot Standard,27,223,1,350,18,262.5,GreenLeaf durable plant pot suitable for home gardening and outdoor use.
Plant Pot Large,27,223,1,455,18,341.25,GreenLeaf durable plant pot suitable for home gardening and outdoor use.
Plant Pot Premium,27,223,1,560,18,420,GreenLeaf durable plant pot suitable for home gardening and outdoor use.
Garden Hose Pipe Small,27,223,1,960,18,720,GreenLeaf durable garden hose pipe suitable for home gardening and outdoor use.
Garden Hose Pipe Standard,27,223,1,1200,18,900,GreenLeaf durable garden hose pipe suitable for home gardening and outdoor use.
Garden Hose Pipe Large,27,223,1,1560,18,1170,GreenLeaf durable garden hose pipe suitable for home gardening and outdoor use.
Garden Hose Pipe Premium,27,223,1,1920,18,1440,GreenLeaf durable garden hose pipe suitable for home gardening and outdoor use.
Pruning Shears Small,27,223,1,760,18,570,GreenLeaf durable pruning shears suitable for home gardening and outdoor use.
Pruning Shears Standard,27,223,1,950,18,712.5,GreenLeaf durable pruning shears suitable for home gardening and outdoor use.
Pruning Shears Large,27,223,1,1235,18,926.25,GreenLeaf durable pruning shears suitable for home gardening and outdoor use.
Pruning Shears Premium,27,223,1,1520,18,1140,GreenLeaf durable pruning shears suitable for home gardening and outdoor use.
Organic Fertilizer Small,27,223,1,400,18,300,GreenLeaf durable organic fertilizer suitable for home gardening and outdoor use.
Organic Fertilizer Standard,27,223,1,500,18,375,GreenLeaf durable organic fertilizer suitable for home gardening and outdoor use.
Organic Fertilizer Large,27,223,1,650,18,487.5,GreenLeaf durable organic fertilizer suitable for home gardening and outdoor use.
Organic Fertilizer Premium,27,223,1,800,18,600,GreenLeaf durable organic fertilizer suitable for home gardening and outdoor use.
Plant Seeds Pack Small,27,223,1,96,18,72,GreenLeaf durable plant seeds pack suitable for home gardening and outdoor use.
Plant Seeds Pack Standard,27,223,1,120,18,90,GreenLeaf durable plant seeds pack suitable for home gardening and outdoor use.
Plant Seeds Pack Large,27,223,1,156,18,117,GreenLeaf durable plant seeds pack suitable for home gardening and outdoor use.
Plant Seeds Pack Premium,27,223,1,192,18,144,GreenLeaf durable plant seeds pack suitable for home gardening and outdoor use.
Gardening Gloves Small,27,223,1,200,18,150,GreenLeaf durable gardening gloves suitable for home gardening and outdoor use.
Gardening Gloves Standard,27,223,1,250,18,187.5,GreenLeaf durable gardening gloves suitable for home gardening and outdoor use.
Gardening Gloves Large,27,223,1,325,18,243.75,GreenLeaf durable gardening gloves suitable for home gardening and outdoor use.
Gardening Gloves Premium,27,223,1,400,18,300,GreenLeaf durable gardening gloves suitable for home gardening and outdoor use.
Spray Bottle Small,27,223,1,240,18,180,GreenLeaf durable spray bottle suitable for home gardening and outdoor use.
Spray Bottle Standard,27,223,1,300,18,225,GreenLeaf durable spray bottle suitable for home gardening and outdoor use.
Spray Bottle Large,27,223,1,390,18,292.5,GreenLeaf durable spray bottle suitable for home gardening and outdoor use.
Spray Bottle Premium,27,223,1,480,18,360,GreenLeaf durable spray bottle suitable for home gardening and outdoor use.
Compost Bin Small,27,223,1,2000,18,1500,GreenLeaf durable compost bin suitable for home gardening and outdoor use.
Compost Bin Standard,27,223,1,2500,18,1875,GreenLeaf durable compost bin suitable for home gardening and outdoor use.
Compost Bin Large,27,223,1,3250,18,2437.5,GreenLeaf durable compost bin suitable for home gardening and outdoor use.
Compost Bin Premium,27,223,1,4000,18,3000,GreenLeaf durable compost bin suitable for home gardening and outdoor use.
Pet Vitamin Supplement 30 tablets,9,224,1,135,12,101.25,PureCare premium quality pet vitamin supplement suitable for pet health and care.
Pet Vitamin Supplement 60 tablets,9,224,1,270,12,202.5,PureCare premium quality pet vitamin supplement suitable for pet health and care.
Pet Vitamin Supplement 100 tablets,9,224,1,450,12,337.5,PureCare premium quality pet vitamin supplement suitable for pet health and care.
Pet Vitamin Supplement 200 tablets,9,224,1,900,12,675,PureCare premium quality pet vitamin supplement suitable for pet health and care.
Pet Feeding Bowl Small,9,224,1,240,18,180,PureCare premium quality pet feeding bowl suitable for pet health and care.
Pet Feeding Bowl Medium,9,224,1,300,18,225,PureCare premium quality pet feeding bowl suitable for pet health and care.
Pet Feeding Bowl Large,9,224,1,450,18,337.5,PureCare premium quality pet feeding bowl suitable for pet health and care.
